CHEQUEID;LAGERID;KOLVO
34889;27;2.0
34903;36;1.0
34903;30;1.0
34903;129;3.0
34903;46;1.0
34903;27;1.0
34915;16;3.0
34915;14;1.0
34915;46;1.0
34915;55;1.0
34950;42;1.0
34950;6;3.0
34950;37;1.0
34950;108;1.0
34950;107;1.0
34989;17;1.0
35010;36;1.0
35010;15;1.0
35010;3;1.0
35010;7;1.0
35010;26;1.0
35010;62;1.0
35010;17;1.0
35010;27;2.0
35010;68;2.0
35016;36;1.0
35016;15;1.0
35016;3;1.0
35016;7;1.0
35016;26;1.0
35016;62;1.0
35016;17;1.0
35016;27;2.0
35016;68;2.0
35019;11;1.0
35019;55;1.0
35034;118;1.0
35043;29;1.0
35043;11;1.0
35043;30;1.0
35043;5;6.0
35043;114;1.0
35043;7;1.0
35043;79;1.0
35053;15;1.0
35053;20;2.0
35053;26;1.0
35053;79;2.0
35053;89;1.0
35054;29;2.0
35054;102;1.0
35054;50;1.0
35054;57;2.0
35054;68;2.0
35060;118;2.0
35060;7;1.0
35060;130;1.0
35060;49;1.0
35060;120;1.0
35060;27;1.0
35060;68;1.0
35063;36;2.0
35063;7;1.0
35063;54;7.0
35063;54;1.0
35063;19;1.0
35063;103;1.0
35082;29;1.0
35083;2;3.0
35083;38;1.0
35083;60;1.0
35083;87;1.0
35083;57;1.0
35108;104;4.0
35123;38;1.0
35123;130;1.0
35130;2;12.0
35130;15;1.0
35130;29;1.0
35130;61;1.0
35130;30;1.0
35130;25;1.0
35130;114;1.0
35130;63;1.0
35130;50;1.0
35130;97;1.0
35130;96;1.0
35130;27;2.0
35156;114;1.0
35156;45;1.0
35156;129;2.0
35156;86;1.0
35159;3;1.0
35176;2;2.0
35176;126;1.0
35190;15;1.0
35190;29;1.0
35190;40;2.0
35190;33;1.0
35190;100;2.0
35190;59;1.0
35190;112;1.0
35190;14;2.0
35190;57;1.0
35190;55;1.0
35199;14;1.0
35226;116;1.0
35226;25;1.0
35226;57;1.0
35226;69;3.0
35228;119;1.0
35228;27;1.0
35263;7;1.0
35263;26;1.0
35263;107;1.0
35266;15;1.0
35266;25;1.0
35266;33;1.0
35266;27;2.0
35276;2;7.0
35276;7;1.0
35276;19;1.0
35276;126;1.0
35276;55;1.0
35276;110;1.0
35283;89;1.0
35312;118;1.0
35312;119;1.0
35312;31;1.0
35312;81;1.0
35312;64;2.0
35321;15;1.0
35321;116;1.0
35321;25;1.0
35321;45;1.0
35321;132;1.0
35321;64;2.0
35330;2;8.0
35336;2;1.0
35342;15;1.0
35342;40;1.0
35342;25;1.0
35342;102;1.0
35342;14;1.0
35342;93;2.0
35343;3;1.0
35343;128;1.0
35343;9;1.0
35355;15;2.0
35355;20;1.0
35355;26;1.0
35355;16;2.0
35355;17;1.0
35355;113;1.0
35385;33;2.0
35385;64;1.0
35390;56;1.0
35390;114;2.0
35390;72;1.0
35390;81;1.0
35390;38;1.0
35390;132;1.0
35390;57;1.0
35390;91;2.0
35390;67;1.0
35411;19;1.0
35444;3;1.0
35444;72;1.0
35444;105;1.0
35444;128;2.0
35444;87;2.0
35453;95;1.0
35453;15;2.0
35453;29;1.0
35453;11;1.0
35453;82;1.0
35453;72;1.0
35453;81;1.0
35453;60;1.0
35453;108;1.0
35453;27;2.0
35453;55;1.0
35459;92;1.0
35459;89;1.0
35459;110;1.0
35462;15;1.0
35468;66;1.0
35484;38;1.0
35484;26;1.0
35484;111;2.0
35484;112;1.0
35484;126;1.0
35486;3;1.0
35486;31;1.0
35486;98;1.0
35486;82;1.0
35486;71;2.0
35486;81;1.0
35486;38;1.0
35486;100;2.0
35486;131;1.0
35486;132;1.0
35486;120;1.0
35486;107;1.0
35498;15;2.0
35498;89;1.0
35498;117;1.0
35498;69;2.0
35498;67;1.0
35499;3;1.0
35499;89;1.0
35499;57;1.0
35505;15;1.0
35505;29;1.0
35505;20;1.0
35505;19;2.0
35505;111;1.0
35505;128;1.0
35505;17;1.0
35505;99;1.0
35505;97;2.0
35542;26;1.0
35542;57;1.0
35542;68;1.0
35554;15;2.0
35554;98;1.0
35554;72;1.0
35554;131;1.0
35554;89;1.0
35561;29;1.0
35561;114;1.0
35561;131;1.0
35561;108;1.0
35561;89;1.0
35561;57;1.0
35561;117;1.0
35566;129;5.0
35566;104;1.0
35566;17;1.0
35566;50;1.0
35594;15;1.0
35594;116;2.0
35594;98;2.0
35594;25;2.0
35594;18;1.0
35594;45;1.0
35594;129;3.0
35594;87;1.0
35594;47;1.0
35594;27;2.0
35594;64;1.0
35596;36;1.0
35596;113;1.0
35596;107;1.0
35621;71;4.0
35639;60;1.0
35653;95;2.0
35653;29;1.0
35653;4;1.0
35653;52;2.0
35653;19;1.0
35668;15;2.0
35668;29;2.0
35668;3;1.0
35668;59;1.0
35668;16;2.0
35668;80;1.0
35668;14;1.0
35668;17;1.0
35668;24;2.0
35668;43;1.0
35668;120;1.0
35670;2;4.0
35670;31;1.0
35734;15;2.0
35734;3;1.0
35734;11;1.0
35734;30;1.0
35734;44;7.0
35734;52;3.0
35734;101;1.0
35734;65;1.0
35734;45;1.0
35734;57;1.0
35734;96;1.0
35741;92;3.0
35741;87;1.0
35741;50;2.0
35741;97;1.0
35741;117;2.0
35754;70;2.0
35759;29;1.0
35759;131;1.0
35759;120;1.0
35788;3;2.0
35788;100;2.0
35788;107;1.0
35801;17;1.0
35801;87;2.0
35804;15;1.0
35804;90;2.0
35804;50;1.0
35804;57;1.0
35804;68;1.0
35830;15;1.0
35830;40;3.0
35830;104;2.0
35830;57;1.0
35833;2;3.0
35873;15;1.0
35873;116;1.0
35873;42;1.0
35873;114;1.0
35873;130;1.0
35873;90;2.0
35873;77;2.0
35873;57;1.0
35873;91;2.0
35889;71;1.0
35889;37;1.0
35889;49;1.0
35889;120;1.0
35889;125;1.0
35889;27;2.0
35901;15;1.0
35901;29;1.0
35901;33;1.0
35901;122;1.0
35901;86;1.0
35904;2;4.0
35912;127;1.0
35912;14;1.0
35973;77;1.0
35990;114;1.0
35990;127;1.0
36075;15;2.0
36075;29;1.0
36075;61;1.0
36075;3;1.0
36075;72;1.0
36075;130;1.0
36075;123;2.0
36075;26;1.0
36075;122;2.0
36075;16;1.0
36075;50;1.0
36091;29;1.0
36091;116;2.0
36091;71;1.0
36091;12;1.0
36091;37;1.0
36091;72;1.0
36091;100;2.0
36091;130;1.0
36091;26;1.0
36091;131;1.0
36120;29;1.0
36120;26;1.0
36120;45;1.0
36120;14;1.0
36120;125;1.0
36144;99;1.0
36145;20;1.0
36145;92;2.0
36162;33;2.0
36162;130;2.0
36162;26;1.0
36162;45;1.0
36162;14;1.0
36162;75;2.0
36162;106;2.0
36162;69;1.0
36162;110;1.0
36178;15;1.0
36178;114;2.0
36178;14;1.0
36178;57;1.0
36180;131;1.0
36180;132;1.0
36180;89;1.0
36186;20;7.0
36193;15;1.0
36193;29;2.0
36193;3;1.0
36193;118;1.0
36193;42;2.0
36193;32;1.0
36193;130;2.0
36193;122;1.0
36193;129;1.0
36193;97;1.0
36193;57;1.0
36193;27;2.0
36193;10;2.0
36197;29;1.0
36197;116;1.0
36197;38;1.0
36197;123;3.0
36197;57;1.0
36217;29;1.0
36217;114;1.0
36217;17;1.0
36217;57;1.0
36218;126;1.0
36218;10;1.0
36224;29;1.0
36224;119;2.0
36224;116;1.0
36224;98;1.0
36224;114;1.0
36224;123;2.0
36224;91;2.0
36228;73;2.0
36228;104;3.0
36245;94;3.0
36250;45;1.0
36284;29;2.0
36284;118;1.0
36284;119;2.0
36284;44;6.0
36284;7;2.0
36284;18;2.0
36284;97;1.0
36321;14;3.0
36335;48;3.0
36346;77;1.0
36346;78;1.0
36350;7;1.0
36350;110;1.0
36353;2;2.0
36353;116;1.0
36353;82;1.0
36353;40;1.0
36353;42;1.0
36353;32;1.0
36353;52;2.0
36353;114;1.0
36353;106;2.0
36384;20;1.0
36384;45;1.0
36385;29;1.0
36385;3;1.0
36385;11;1.0
36385;82;1.0
36385;40;1.0
36385;131;1.0
36385;73;1.0
36385;108;1.0
36385;89;2.0
36385;57;1.0
36385;58;1.0
36394;98;2.0
36394;5;1.0
36394;129;5.0
36394;46;2.0
36408;52;2.0
36408;10;3.0
36408;69;4.0
36412;15;1.0
36412;33;2.0
36412;20;1.0
36412;79;1.0
36415;15;2.0
36415;29;1.0
36415;37;1.0
36415;21;1.0
36428;29;1.0
36428;60;1.0
36428;108;1.0
36428;57;1.0
36428;69;1.0
36448;15;2.0
36448;7;1.0
36448;123;3.0
36448;87;3.0
36487;15;2.0
36487;3;1.0
36487;20;4.0
36487;16;6.0
36487;47;1.0
36487;69;2.0
36501;15;1.0
36501;3;1.0
36501;52;2.0
36501;7;1.0
36501;20;1.0
36501;57;1.0
36501;68;1.0
36545;54;2.0
36547;15;1.0
36547;99;1.0
36547;57;1.0
36547;126;1.0
36547;85;1.0
36547;10;1.0
36550;15;2.0
36550;29;1.0
36550;3;1.0
36550;116;2.0
36550;98;2.0
36550;44;8.0
36550;100;4.0
36550;26;2.0
36550;19;1.0
36550;99;2.0
36566;15;2.0
36566;29;2.0
36566;82;1.0
36566;40;1.0
36566;25;2.0
36566;33;2.0
36566;130;1.0
36566;80;1.0
36586;15;2.0
36586;29;1.0
36586;114;1.0
36597;83;1.0
36597;121;2.0
36608;129;2.0
36616;40;1.0
36616;88;1.0
36616;85;1.0
36628;15;1.0
36628;3;1.0
